"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.073075209E1,1.004355431E0,-1.751370907E0,6.710958481E-1,2.127533671E0
1.074718524E1,8.543279171E-1,-9.465317726E-1,-1.679372787E-1,1.286079903E0
1.076361966E1,6.061688662E-1,-8.538246155E-2,-2.353286743E-1,6.558280598E-1
1.078005046E1,1.029868126E-1,3.121232986E-1,1.258754730E-2,3.289159216E-1
1.079648758E1,-2.501408458E-1,1.204295158E-1,7.920265198E-2,2.886984085E-1
1.081292212E1,-4.107095599E-1,-4.162158966E-1,-1.375293732E-1,6.006932193E-1
1.082935746E1,-3.383177519E-1,-8.035318851E-1,-8.028388023E-1,1.185188818E0
1.084577794E1,-1.354132295E-1,-9.378225803E-1,-1.679669857E0,1.928506874E0
1.086222138E1,5.357801914E-2,-8.907477856E-1,-2.375715256E0,2.537779580E0
1.087866117E1,2.438518405E-1,-8.302094936E-1,-2.839546680E0,2.968456985E0
1.089508990E1,2.911182046E-1,-8.267884254E-1,-2.864233971E0,2.995357266E0
1.091151576E1,2.715982795E-1,-8.657054901E-1,-2.482265472E0,2.642887341E0
1.092796308E1,2.767542601E-1,-8.936877251E-1,-1.984695911E0,2.194148703E0
1.094438876E1,2.570002079E-1,-9.564664364E-1,-1.460692883E0,1.764794846E0
1.096082897E1,1.308198571E-1,-1.011608124E0,-1.145001888E0,1.533458234E0
1.097726260E1,-6.619238853E-2,-1.074036121E0,-1.036304951E0,1.493942092E0
1.099369710E1,-2.549632788E-1,-1.105021000E0,-9.283623695E-1,1.465583288E0
1.101013113E1,-4.440183640E-1,-1.025424004E0,-7.579083443E-1,1.350211744E0
1.102656529E1,-7.707157135E-1,-7.663609982E-1,-4.811439514E-1,1.188617429E0
1.104299936E1,-8.653531075E-1,-3.538231850E-1,9.689331055E-3,9.349442389E-1
1.112516973E1,-2.530579329E0,-3.721523285E-1,9.959383011E-1,2.744853765E0
1.114160477E1,-2.324302435E0,-5.086536407E-1,1.581732750E0,2.857094473E0
1.115803467E1,-2.131083012E0,-3.884816170E-1,2.850076675E0,3.579856118E0
1.123610432E1,-2.064526081E0,1.490452766E0,2.034099579E0,3.259030298E0
1.125253571E1,-1.729627848E0,1.328781128E0,1.796750069E0,2.825877313E0
1.126896871E1,-1.368453741E0,5.811529160E-1,1.808639526E0,2.341277704E0
1.128540494E1,-1.111693025E0,-2.723345757E-1,1.895805359E0,2.214521497E0
1.130184182E1,-7.986068726E-1,-1.148648500E0,1.752658844E0,2.242538592E0
1.131827548E1,-8.708931208E-1,-1.431393385E0,6.320762634E-1,1.790771413E0
1.133470592E1,-1.013677835E0,-1.135519505E0,-8.917732239E-1,1.764144774E0
1.135114326E1,-1.103235722E0,-5.961976051E-1,-2.416794777E0,2.722770213E0
1.136782623E1,-1.290792942E0,-1.540708542E-1,-3.827871323E0,4.042583717E0
1.138458730E1,-1.478503346E0,-7.182121277E-2,-4.818095207E0,5.040354339E0
1.140134483E1,-1.444861770E0,-2.102694511E-1,-4.804213047E0,5.021185296E0
1.141811565E1,-1.018130779E0,-4.342889786E-1,-3.440002441E0,3.613698105E0
1.143487574E1,-7.160331011E-1,-4.144406319E-1,-1.861101151E0,2.036703693E0
1.145163837E1,-6.690822840E-1,-1.904516220E-1,-7.795825005E-1,1.044840561E0
1.146840142E1,-8.060274720E-1,3.815269470E-2,-2.008171082E-1,8.315427979E-1
1.148515993E1,-9.602651596E-1,1.890358925E-1,5.996894836E-2,9.805304790E-1
1.150192711E1,-1.006065845E0,2.404313087E-1,2.434692383E-1,1.062663150E0
1.151868979E1,-8.295244575E-1,3.095598221E-1,6.088352203E-1,1.074531728E0
1.153545244E1,-8.287733793E-1,4.620971680E-1,8.117008209E-1,1.248702258E0
1.155221465E1,-9.912487268E-1,5.479607582E-1,9.110612869E-1,1.453570672E0
1.156888018E1,-1.136901975E0,4.653868675E-1,1.008418083E0,1.589351461E0
1.158531470E1,-1.063115358E0,2.918939590E-1,1.299873352E0,1.704431600E0
1.160174860E1,-8.509802222E-1,9.938526154E-2,1.406591415E0,1.646980321E0
1.161819350E1,-6.978626847E-1,1.749324799E-1,1.434489250E0,1.604796906E0
1.163462744E1,-8.049073219E-1,5.220370293E-1,1.424358368E0,1.717322106E0
1.165106148E1,-8.483016491E-1,7.674283981E-1,1.623484612E0,1.986017200E0
1.166749273E1,-6.274774671E-1,3.273520470E-1,2.295704842E0,2.402321389E0
1.168393029E1,-4.258004427E-1,-6.187357903E-1,2.340570450E0,2.458131409E0
1.170036359E1,-3.889517188E-1,-1.563243628E0,1.658609390E0,2.312141689E0
1.171679829E1,-6.061739922E-1,-1.985538721E0,3.170843124E-1,2.100084137E0
1.173323198E1,-7.028995752E-1,-1.802570820E0,-9.893555641E-1,2.173051726E0
1.174966681E1,-6.932137609E-1,-1.310430765E0,-1.304762363E0,1.974887069E0
1.176610014E1,-5.480616689E-1,-9.284410477E-1,-1.019376755E0,1.483746387E0
1.178253432E1,-3.165014982E-1,-8.823256493E-1,-1.392040253E-1,9.476547422E-1
1.179896276E1,2.482154965E-2,-1.202346325E0,1.129547119E0,1.649887720E0
1.181540588E1,-9.762454033E-2,-1.429717541E0,1.894940376E0,2.375799197E0
1.183183397E1,-3.936897814E-1,-1.188896894E0,1.609880447E0,2.039652550E0
1.184827378E1,-6.182992458E-1,-1.017044783E0,1.033109665E0,1.576067774E0
1.186470497E1,-6.540184617E-1,-8.759169579E-1,2.309341431E-1,1.117274024E0
1.188114179E1,-4.741581678E-1,-7.856831551E-1,-4.126729965E-1,1.006192323E0
1.189757288E1,-3.658538163E-1,-5.684318542E-1,-7.748317719E-1,1.028264588E0
1.191401742E1,-3.776865005E-1,-2.361807823E-1,-9.789223671E-1,1.075507999E0
1.193043847E1,-4.769914448E-1,1.538991928E-2,-8.321671486E-1,9.593017519E-1
1.194687332E1,-5.720092058E-1,1.160206795E-1,-2.571210861E-1,6.377825511E-1
1.196330968E1,-6.233621836E-1,9.788846970E-2,5.671634674E-1,8.484320616E-1
1.197974373E1,-5.042945743E-1,-6.702709198E-2,1.090821266E0,1.203618163E0
1.199617738E1,-4.156014919E-1,-2.059841156E-1,1.316197395E0,1.395539193E0
1.201261318E1,-4.625667036E-1,-1.847734451E-1,9.772205353E-1,1.096845092E0
1.202904590E1,-5.665580630E-1,-3.658485413E-2,2.784585953E-1,6.323493335E-1
1.204548035E1,-5.714969635E-1,7.613182068E-3,-1.405191422E-1,5.885680667E-1
1.206191145E1,-5.074554086E-1,-7.892990112E-2,-1.802740097E-1,5.442790089E-1
1.207834881E1,-5.382207632E-1,-2.108926773E-1,-1.364135742E-2,5.782243491E-1
1.209478280E1,-3.519977033E-1,-4.790124893E-1,2.310142517E-1,6.377483301E-1
1.211120650E1,-1.560199857E-1,-5.593347549E-1,6.399059296E-2,5.842023622E-1
1.212765098E1,-1.249388158E-1,-2.651576996E-1,-4.102344513E-1,5.041930368E-1
1.214408644E1,-9.656897187E-2,2.161693573E-2,-8.017292023E-1,8.078134512E-1
1.216051811E1,-1.217136383E-1,2.674694061E-1,-1.279833317E0,1.313136479E0
1.217695067E1,-4.858285189E-3,4.624986649E-1,-1.488248825E0,1.558465009E0
1.219338952E1,1.469729841E-1,4.627065659E-1,-1.198416710E0,1.293020122E0
1.220982252E1,3.605227768E-1,1.399674416E-1,-5.285291672E-1,6.549126948E-1
1.222624274E1,4.718230963E-1,-2.305688858E-1,-1.720581055E-1,5.526147274E-1
1.224268956E1,6.910067797E-1,-5.639381409E-1,1.156330109E-1,8.993817818E-1
1.225912409E1,7.754594088E-1,-5.413107872E-1,1.621913910E-2,9.458423354E-1
1.227555853E1,7.584958076E-1,-3.103470802E-1,-3.438196182E-1,8.887311913E-1
1.229199180E1,7.940191627E-1,-4.557466507E-2,-5.574359894E-1,9.712251866E-1
1.230841569E1,7.232448459E-1,6.454467773E-2,-7.455396652E-1,1.040710582E0
1.232486032E1,5.806533098E-1,-1.640319824E-2,-9.158205986E-1,1.084506662E0
1.234129498E1,5.213199258E-1,-2.199892998E-1,-9.530067444E-1,1.108328296E0
1.235772845E1,4.042917490E-1,-3.045697212E-1,-1.090008259E0,1.201803868E0
1.237416185E1,3.858542442E-1,-3.528432846E-1,-1.254232883E0,1.358853196E0
1.239059794E1,5.036644936E-1,-3.944168091E-1,-1.391475677E0,1.531485260E0
1.240703154E1,4.267010093E-1,-1.669950485E-1,-1.341664791E0,1.417753684E0
1.242346480E1,3.989546299E-1,-1.465320587E-1,-1.015589237E0,1.100935030E0
1.243989653E1,4.875664115E-1,-4.629807472E-1,-5.654964447E-1,8.785547262E-1
1.245633062E1,4.568116665E-1,-6.631107330E-1,-3.323307037E-1,8.711121854E-1
1.247277032E1,3.019852638E-1,-6.909303665E-1,-2.715196609E-1,8.014379559E-1
1.248920133E1,2.429956794E-1,-6.446230412E-1,-1.776981354E-1,7.114509067E-1
1.250563528E1,3.040701747E-1,-6.890807152E-1,6.980133057E-2,7.564146541E-1
1.252206842E1,4.137234092E-1,-7.945566177E-1,3.996000290E-1,9.809013514E-1
1.253849653E1,5.035179853E-1,-8.423812389E-1,4.574451447E-1,1.082770785E0
1.255493706E1,3.930627704E-1,-9.639265537E-1,5.876350403E-1,1.195394363E0
1.257136177E1,3.287822604E-1,-1.153369904E0,9.367952347E-1,1.521822993E0
1.258780653E1,4.292564988E-1,-1.433812857E0,1.695244789E0,2.261401191E0
1.260423154E1,3.414764404E-1,-1.710438251E0,2.161111832E0,2.777158534E0
1.262067094E1,8.329817653E-2,-1.801808596E0,2.695922852E0,3.243678903E0
1.263711045E1,-5.567880869E-1,-1.564294100E0,1.936116219E0,2.550602873E0
1.265354377E1,-9.498950243E-1,-1.160482168E0,7.123098373E-1,1.660242369E0
1.266996863E1,-8.960683346E-1,-9.643526077E-1,-1.108417511E-1,1.321060296E0
1.268641082E1,-6.738803387E-1,-1.093811750E0,-3.885116577E-1,1.342192298E0
1.270284578E1,-5.150451064E-1,-1.268967152E0,-8.972740173E-2,1.372443114E0
1.271928118E1,-6.105812192E-1,-1.183285713E0,2.420644760E-1,1.353354985E0
1.273571198E1,-8.315416574E-1,-8.243889809E-1,5.567913055E-1,1.296570583E0
1.275214757E1,-8.987801075E-1,-5.154135227E-1,1.256262779E0,1.628389680E0
1.276857914E1,-8.570489287E-1,-3.854095936E-1,1.926816940E0,2.143757669E0
1.278501840E1,-8.598127961E-1,-4.695949554E-1,2.087628365E0,2.306076680E0
1.280145016E1,-9.383835793E-1,-6.328594685E-1,1.670484543E0,2.017818985E0
1.281788383E1,-7.987956405E-1,-7.780933380E-1,1.211079597E0,1.646273826E0
1.283431579E1,-5.671063662E-1,-7.791686058E-1,7.139129639E-1,1.199326922E0
1.285074540E1,-4.480670094E-1,-5.701701641E-1,4.494953156E-1,8.531729600E-1
1.286718664E1,-4.801984131E-1,-3.741781712E-1,4.054002762E-1,7.314022174E-1
1.288360298E1,-4.412671626E-1,-4.088773727E-1,3.978214264E-1,7.212207027E-1
1.290005545E1,-3.383942246E-1,-5.779743195E-1,3.465223312E-1,7.540840081E-1
1.291648611E1,-3.128350079E-1,-6.647992134E-1,2.864017487E-1,7.885744720E-1
1.293292582E1,-4.095363915E-1,-6.092128754E-1,1.227731705E-1,7.442671798E-1
1.294935684E1,-4.606643319E-1,-5.228507519E-1,-7.819557190E-2,7.012125804E-1
1.296579135E1,-4.460416138E-1,-4.076564312E-1,-1.881723404E-1,6.328868120E-1
1.298222533E1,-4.188633561E-1,-2.753589153E-1,-3.965015411E-1,6.391263689E-1
1.299866004E1,-2.533758283E-1,-1.998867989E-1,-7.370052338E-1,8.045686778E-1
1.301509249E1,-1.507953703E-1,-1.958858967E-1,-1.197964668E0,1.223204756E0
1.303152622E1,-1.804140210E-1,-1.338913441E-1,-1.562469482E0,1.578539513E0
1.304796466E1,-1.910977960E-1,-1.348447800E-2,-1.206206322E0,1.221324645E0
1.306439616E1,-2.777754068E-1,-2.448258400E-1,-5.770254135E-1,6.856071735E-1
1.308082414E1,-2.389708012E-1,-7.680082321E-1,2.164840698E-4,8.043281266E-1
1.309726724E1,-1.144408286E-1,-1.184877634E0,-3.216838837E-2,1.190825981E0
1.311369636E1,-1.180398017E-1,-9.790439606E-1,-5.778875351E-1,1.142984897E0
1.313013511E1,-1.509394944E-1,-2.623028755E-1,-9.077415466E-1,9.568595743E-1
1.314656582E1,-1.687792242E-1,2.981939316E-1,-4.798927307E-1,5.896635315E-1
1.316299355E1,-8.078356087E-2,2.660346031E-1,3.774328232E-1,4.687813241E-1
1.317943600E1,2.990180850E-1,-1.765363216E-1,1.457051277E0,1.497856906E0
1.319587578E1,5.514197350E-1,-3.423576355E-1,2.092348099E0,2.190706060E0
1.321230317E1,6.910043359E-1,-1.014008522E-1,2.362771988E0,2.463830471E0
1.322872677E1,7.012393475E-1,6.342172623E-2,1.756879807E0,1.892719100E0
1.324517128E1,4.648354352E-1,1.791558266E-1,7.784233093E-1,9.241816058E-1
1.326160584E1,2.262416780E-1,2.756478786E-1,-6.101703644E-2,3.617874080E-1
1.327803622E1,8.383031189E-2,1.611723900E-1,-5.155477524E-1,5.466201107E-1
1.329447418E1,1.170297414E-1,3.887891769E-3,-5.204105377E-1,5.334212255E-1
1.331090780E1,2.822669744E-1,-1.028118134E-1,-1.261682510E-1,3.258271649E-1
1.332734145E1,3.776473403E-1,-4.517123699E-1,3.502759933E-1,6.850947747E-1
1.334377634E1,3.200774789E-1,-4.782454967E-1,4.961996078E-1,7.598568276E-1
1.336021032E1,2.342691123E-1,-1.354312897E-1,8.951206207E-1,9.351281072E-1
1.337664478E1,6.415972114E-2,3.201298714E-1,8.294992447E-1,8.914418665E-1
1.339307893E1,1.125744879E-1,4.289236069E-1,6.228933334E-1,7.646205469E-1
1.340951238E1,1.194204688E-1,3.324716091E-1,4.370660782E-1,5.619834303E-1
1.342594437E1,-8.105199039E-2,1.945056915E-1,7.514572144E-2,2.237158212E-1
